TimeStamp,WashingMachine_Power,Heater_Power,AC_Power,VehicleCharger_Power,VacuumCleaner_Power
12/30/2023 22:04,0.0923,0,0.9573,0.0148,0.0166
12/30/2023 22:05,0.092,0,0.9668,0.0146,0.0162
12/30/2023 22:06,0.0916,0,0.9707,0.0145,0.0165
12/30/2023 22:07,0.0913,0,0.9801,0.0148,0.0162
12/30/2023 22:08,0.0913,0,0.9784,0.0147,0.0165
12/30/2023 22:09,0.0913,0,0.9804,0.0147,0.0162
12/30/2023 22:10,0.0917,0,0.244,0.0147,0.0162
12/30/2023 22:11,0.0915,0,0.0146,0.0145,0.0157
12/30/2023 22:12,0.0912,0,0.0143,0.0145,0.0165
12/30/2023 22:13,0.0912,0,0.0142,0.0146,0.0157
12/30/2023 22:14,0.0909,0,0.0143,0.0146,0.0165
12/30/2023 22:15,0.0906,0,0.015,0.0147,0.0159
12/30/2023 22:16,0.0909,0,0.0147,0.0145,0.0165
12/30/2023 22:17,0.0917,0,0.0147,0.0146,0.0161
12/30/2023 22:18,0.092,0,0.0144,0.0146,0.0163
12/30/2023 22:19,0.0917,0,0.0144,0.0144,0.016
12/30/2023 22:20,0.0916,0,0.0144,0.0143,0.0167
12/30/2023 22:21,0.0912,0,0.0148,0.0148,0.016
12/30/2023 22:22,0.0906,0,0.7394,0.0146,0.0167
12/30/2023 22:23,0.0904,0,0.9666,0.0146,0.0164
12/30/2023 22:24,0.0901,0,0.9697,0.0146,0.0165
12/30/2023 22:25,0.0898,0,0.9779,0.0147,0.0162
12/30/2023 22:26,0.0897,0,0.9718,0.0147,0.0162
12/30/2023 22:27,0.0895,0,0.9672,0.0146,0.016
12/30/2023 22:28,0.0898,0,0.9636,0.0146,0.0159
12/30/2023 22:29,0.0897,0,0.7111,0.0145,0.0162
12/30/2023 22:30,0.0226,0,0.0149,0.0113,0.016
12/30/2023 22:31,0.0562,0,0.0148,0.0093,0.0166
12/30/2023 22:32,0.0676,0,0.0148,0.0094,0.0163
12/30/2023 22:33,0.0664,0,0.0146,0.0038,0.0165
12/30/2023 22:34,0.0662,0,0.0154,0,0.0164
12/30/2023 22:35,0.0659,0,0.0148,0,0.0157
12/30/2023 22:36,0.0659,0,0.0151,0,0.0157
12/30/2023 22:37,0.0655,0,0.0149,0,0.0157
12/30/2023 22:38,0.0655,0,0.0145,0,0.0149
12/30/2023 22:39,0.0657,0,0.0153,0,0.0161
12/30/2023 22:40,0.0652,0,0.016,0,0.0163
12/30/2023 22:41,0.065,0,0.0157,0,0.0163
12/30/2023 22:42,0.0647,0,0.0158,0,0.016
12/30/2023 22:43,0.0646,0,0.0808,0,0.016
12/30/2023 22:44,0.0646,0,0.9678,0,0.0166
12/30/2023 22:45,0.0647,0,0.9698,0,0.016
12/30/2023 22:46,0.0648,0,0.9775,0,0.0159
12/30/2023 22:47,0.0647,0,0.9776,0,0.0165
12/30/2023 22:48,0.0646,0,0.974,0,0.0162
12/30/2023 22:49,0.0644,0,0.9716,0,0.0159
12/30/2023 22:50,0.0642,0,0.9698,0,0.0159
12/30/2023 22:51,0.0643,0,0.7188,0,0.0162
12/30/2023 22:52,0.0644,0,0.0153,0,0.0162
12/30/2023 22:53,0.0643,0,0.0154,0,0.0156
12/30/2023 22:54,0.0647,0,0.015,0,0.0162
12/30/2023 22:55,0.0649,0,0.0144,0,0.0159
12/30/2023 22:56,0.065,0,0.0147,0,0.016
12/30/2023 22:57,0.0645,0,0.0156,0,0.0157
12/30/2023 22:58,0.0641,0,0.0156,0,0.0163
12/30/2023 22:59,0.0643,0,0.0161,0,0.0162
12/30/2023 23:00,0.0641,0,0.0154,0,0.016
12/30/2023 23:01,0.0641,0,0.0154,0,0.0159
12/30/2023 23:02,0.0643,0,0.0155,0,0.0162
12/30/2023 23:03,0.0641,0,0.0153,0,0.0165
12/30/2023 23:04,0.0645,0,0.0151,0,0.0154
12/30/2023 23:05,0.0646,0,0.0149,0,0.0156
12/30/2023 23:06,0.0645,0,0.1581,0,0.0161
12/30/2023 23:07,0.0642,0,0.9533,0,0.0154
12/30/2023 23:08,0.0643,0,0.9575,0,0.016
12/30/2023 23:09,0.0648,0,0.968,0,0.0163
12/30/2023 23:10,0.0647,0,0.9739,0,0.0159
12/30/2023 23:11,0.0648,0,0.9722,0,0.0162
12/30/2023 23:12,0.0645,0,0.97,0,0.0162
12/30/2023 23:13,0.0644,0,0.2353,0,0.0162
12/30/2023 23:14,0.0642,0,0.0151,0,0.0147
12/30/2023 23:15,0.0642,0,0.0156,0.0002,0.0155
12/30/2023 23:16,0.0641,0.0007,0.0153,0.004,0.0164
12/30/2023 23:17,0.064,0.0188,0.0158,0,0.0161
12/30/2023 23:18,0.0639,0.02,0.015,0,0.0158
12/30/2023 23:19,0.0642,0.0189,0.0157,0,0.0154
12/30/2023 23:20,0.0643,0.0191,0.0157,0,0.0151
12/30/2023 23:21,0.0643,0.0192,0.015,0,0.0164
12/30/2023 23:22,0.0644,0.0195,0.0147,0,0.0162
12/30/2023 23:23,0.0644,0.0196,0.0153,0,0.0165
12/30/2023 23:24,0.0643,0.0198,0.0156,0,0.0159
12/30/2023 23:25,0.0643,0.0197,0.0148,0,0.0159
12/30/2023 23:26,0.0644,0.0198,0.0146,0,0.0157
12/30/2023 23:27,0.0644,0.0197,0.5111,0,0.0159
12/30/2023 23:28,0.0644,0.02,0.9558,0,0.0163
12/30/2023 23:29,0.064,0.0199,0.961,0,0.0161
12/30/2023 23:30,0.0642,0.0202,0.966,0,0.0165
12/30/2023 23:31,0.0642,0.0201,0.9667,0,0.0162
12/30/2023 23:32,0.064,0.0201,0.9653,0,0.0162
12/30/2023 23:33,0.0639,0.0202,0.8691,0,0.0163
12/30/2023 23:34,0.0638,0.0196,0.016,0,0.0161
12/30/2023 23:35,0.0638,0.0199,0.0154,0,0.0158
12/30/2023 23:36,0.0641,0.0198,0.0154,0,0.0159
12/30/2023 23:37,0.064,0.0212,0.0152,0,0.0159
12/30/2023 23:38,0.064,0.0199,0.0155,0,0.0156
12/30/2023 23:39,0.064,0.0198,0.0156,0,0.0161
12/30/2023 23:40,0.0641,0.02,0.0151,0,0.0165
12/30/2023 23:41,0.0648,0.02,0.015,0,0.0161
12/30/2023 23:42,0.0645,0.02,0.0152,0,0.0151
12/30/2023 23:43,0.0644,0.0201,0.0151,0,0.0165
12/30/2023 23:44,0.0642,0.0199,0.0148,0,0.0164
12/30/2023 23:45,0.0642,0.0202,0.0148,0,0.0154
12/30/2023 23:46,0.0643,0.0204,0.0148,0,0.0163
12/30/2023 23:47,0.0641,0.0203,0.0145,0,0.0162
12/30/2023 23:48,0.0639,0.0202,0.0154,0,0.0151
12/30/2023 23:49,0.064,0.0203,0.569,0,0.0157
12/30/2023 23:50,0.064,0.0182,0.9529,0,0.0162
12/30/2023 23:51,0.0643,0.0128,0.9584,0,0.0162
12/30/2023 23:52,0.0641,0.0132,0.9717,0,0.0166
12/30/2023 23:53,0.0639,0.0128,0.9771,0,0.0165
12/30/2023 23:54,0.0638,0.013,0.9733,0,0.0164
12/30/2023 23:55,0.0638,0.0128,0.7111,0,0.0162
12/30/2023 23:56,0.0641,0.0126,0.0161,0,0.0164
12/30/2023 23:57,0.0639,0.017,0.0158,0,0.0162
12/30/2023 23:58,0.0639,0.019,0.0152,0,0.0165
12/30/2023 23:59,0.064,0.019,0.015,0,0.0164
12/31/2023 0:00,0.064,0.019,0.0149,0,0.0161
12/31/2023 0:01,0.0639,0.019,0.0151,0,0.0162
12/31/2023 0:02,0.0642,0.0192,0.0147,0,0.0162
12/31/2023 0:03,0.0641,0.0192,0.0147,0,0.0162
12/31/2023 0:04,0.064,0.0192,0.0149,0,0.0159
12/31/2023 0:05,0.0638,0.0192,0.0149,0,0.016
12/31/2023 0:06,0.0638,0.0192,0.0148,0,0.0161
12/31/2023 0:07,0.0639,0.0193,0.0149,0,0.0163
12/31/2023 0:08,0.064,0.0193,0.015,0,0.0162
12/31/2023 0:09,0.0641,0.0194,0.0149,0,0.0164
12/31/2023 0:10,0.0644,0.0193,0.0149,0,0.0165
12/31/2023 0:11,0.0639,0.0198,0.9357,0,0.0164
12/31/2023 0:12,0.0635,0.0197,0.9596,0,0.0164
12/31/2023 0:13,0.0632,0.0196,0.9653,0,0.0163
12/31/2023 0:14,0.0634,0.0198,0.9619,0,0.0161
12/31/2023 0:15,0.0635,0.0199,0.9669,0,0.0164
12/31/2023 0:16,0.0636,0.0197,0.9694,0,0.0164
12/31/2023 0:17,0.0635,0.02,0.9695,0,0.0159
12/31/2023 0:18,0.0639,0.0199,0.3916,0,0.0162
12/31/2023 0:19,0.0642,0.0197,0.0148,0,0.0151
12/31/2023 0:20,0.0639,0.0199,0.0151,0,0.0164
12/31/2023 0:21,0.0639,0.0199,0.0148,0,0.0155
12/31/2023 0:22,0.064,0.0201,0.0151,0,0.0164
12/31/2023 0:23,0.0638,0.02,0.0147,0,0.0164
12/31/2023 0:24,0.0642,0.0202,0.0151,0,0.016
12/31/2023 0:25,0.0642,0.0201,0.0152,0,0.0165
12/31/2023 0:26,0.064,0.0199,0.0152,0.0006,0.0159
12/31/2023 0:27,0.0639,0.0206,0.0154,0.0086,0.0156
12/31/2023 0:28,0.0642,0.0203,0.0149,0.0036,0.0157
12/31/2023 0:29,0.064,0.0203,0.0155,0,0.0163
12/31/2023 0:30,0.0638,0.0201,0.0157,0,0.0159
12/31/2023 0:31,0.0639,0.0201,0.0155,0,0.0154
12/31/2023 0:32,0.0639,0.0201,0.0153,0,0.0156
12/31/2023 0:33,0.0639,0.0202,0.0155,0,0.0156
12/31/2023 0:34,0.0639,0.0203,0.0161,0,0.0161
12/31/2023 0:35,0.064,0.0202,0.0155,0,0.0164
12/31/2023 0:36,0.0639,0.0208,0.7155,0,0.0156
12/31/2023 0:37,0.064,0.0209,0.9516,0,0.0164
12/31/2023 0:38,0.0641,0.0198,0.9569,0,0.016
12/31/2023 0:39,0.0641,0.0187,0.9665,0,0.0159
12/31/2023 0:40,0.064,0.0174,0.9641,0,0.0147
12/31/2023 0:41,0.064,0.0164,0.9599,0,0.0162
12/31/2023 0:42,0.0642,0.0153,0.9609,0,0.0161
12/31/2023 0:43,0.0643,0.0145,0.227,0,0.0162
12/31/2023 0:44,0.0645,0.0137,0.0145,0,0.016
12/31/2023 0:45,0.0643,0.0133,0.0147,0,0.0161
12/31/2023 0:46,0.0642,0.0125,0.015,0,0.0161
12/31/2023 0:47,0.0644,0.0121,0.0147,0,0.0162
12/31/2023 0:48,0.0644,0.0115,0.0152,0,0.0157
12/31/2023 0:49,0.0641,0.0112,0.0155,0,0.0145
12/31/2023 0:50,0.0641,0.0106,0.0157,0,0.0165
12/31/2023 0:51,0.064,0.0101,0.0158,0,0.0156
12/31/2023 0:52,0.0642,0.0105,0.0162,0,0.0165
12/31/2023 0:53,0.0646,0.0096,0.0155,0,0.0159
12/31/2023 0:54,0.0647,0.0092,0.0156,0,0.0145
12/31/2023 0:55,0.0645,0.0093,0.0156,0,0.0158
12/31/2023 0:56,0.0647,0.0088,0.0148,0,0.0163
12/31/2023 0:57,0.0648,0.0088,0.015,0,0.0163
12/31/2023 0:58,0.0647,0.0089,0.0146,0,0.0152
12/31/2023 0:59,0.0647,0.0087,0.0149,0,0.0155
12/31/2023 1:00,0.0647,0.0083,0.0152,0,0.0164
12/31/2023 1:01,0.0647,0.0084,0.6866,0,0.0161
12/31/2023 1:02,0.0648,0.0083,0.9521,0,0.016
12/31/2023 1:03,0.0648,0.008,0.9576,0,0.0158
12/31/2023 1:04,0.0647,0.0079,0.9647,0,0.0163
12/31/2023 1:05,0.0643,0.008,0.9624,0,0.0163
12/31/2023 1:06,0.0642,0.0067,0.9639,0,0.0159
12/31/2023 1:07,0.0646,0.0065,0.545,0,0.0154
12/31/2023 1:08,0.0647,0.0063,0.0156,0,0.0154
12/31/2023 1:09,0.0646,0.0036,0.0157,0,0.0157
12/31/2023 1:10,0.0646,0,0.0159,0,0.0154
12/31/2023 1:11,0.0645,0,0.0152,0,0.0156
12/31/2023 1:12,0.0646,0,0.016,0,0.0154
12/31/2023 1:13,0.0647,0,0.0157,0,0.0154
12/31/2023 1:14,0.0647,0,0.016,0,0.0151
12/31/2023 1:15,0.0648,0,0.0151,0,0.0153
12/31/2023 1:16,0.0647,0,0.0152,0,0.0151
12/31/2023 1:17,0.0647,0,0.015,0,0.0157
12/31/2023 1:18,0.0649,0,0.0154,0,0.0149
12/31/2023 1:19,0.0649,0,0.0149,0,0.0145
12/31/2023 1:20,0.0649,0,0.0153,0,0.0158
12/31/2023 1:21,0.0649,0,0.0152,0,0.0157
12/31/2023 1:22,0.0646,0,0.0149,0,0.0163
12/31/2023 1:23,0.0648,0,0.0152,0,0.0163
12/31/2023 1:24,0.0649,0,0.0148,0,0.0162
12/31/2023 1:25,0.0647,0,0.7194,0,0.016
12/31/2023 1:26,0.0647,0,0.9509,0,0.016
12/31/2023 1:27,0.0646,0,0.9574,0,0.0163
12/31/2023 1:28,0.0645,0,0.9641,0,0.0163
12/31/2023 1:29,0.0647,0,0.9696,0,0.0162
12/31/2023 1:30,0.0649,0,0.9787,0,0.0166
12/31/2023 1:31,0.0648,0,0.5491,0,0.0164
12/31/2023 1:32,0.065,0,0.0163,0,0.0159
12/31/2023 1:33,0.0652,0,0.0155,0,0.0158
12/31/2023 1:34,0.0651,0,0.0155,0,0.0161
12/31/2023 1:35,0.0652,0,0.0152,0,0.0156
12/31/2023 1:36,0.0651,0,0.0147,0,0.0167
12/31/2023 1:37,0.065,0,0.0152,0,0.0164
12/31/2023 1:38,0.0651,0,0.0149,0,0.0166
12/31/2023 1:39,0.0652,0,0.0149,0,0.0163
12/31/2023 1:40,0.0651,0,0.0148,0,0.0158
12/31/2023 1:41,0.065,0,0.0149,0,0.016
12/31/2023 1:42,0.0651,0,0.0148,0,0.0165
12/31/2023 1:43,0.0653,0,0.0147,0,0.0158
12/31/2023 1:44,0.0652,0,0.0154,0,0.0161
12/31/2023 1:45,0.0651,0,0.0149,0,0.0163
12/31/2023 1:46,0.0649,0,0.0148,0,0.0159
12/31/2023 1:47,0.0649,0,0.015,0,0.0165
12/31/2023 1:48,0.065,0,0.0157,0,0.0155
12/31/2023 1:49,0.0649,0,0.0381,0,0.0165
12/31/2023 1:50,0.0646,0,0.9577,0,0.0157
12/31/2023 1:51,0.0646,0,0.9547,0,0.0154
12/31/2023 1:52,0.0646,0,0.9645,0,0.0165
12/31/2023 1:53,0.0644,0,0.9672,0,0.0163
12/31/2023 1:54,0.0649,0,0.9721,0,0.0166
12/31/2023 1:55,0.065,0,0.968,0,0.0163
12/31/2023 1:56,0.065,0,0.3801,0,0.0167
12/31/2023 1:57,0.0652,0,0.0153,0,0.0152
12/31/2023 1:58,0.0653,0,0.0145,0,0.0155
12/31/2023 1:59,0.0652,0,0.015,0,0.0161
12/31/2023 2:00,0.0651,0,0.015,0,0.0153
12/31/2023 2:01,0.065,0,0.0148,0,0.016
12/31/2023 2:02,0.0649,0,0.0153,0,0.0158
12/31/2023 2:03,0.0651,0,0.0146,0,0.0162
12/31/2023 2:04,0.0652,0,0.015,0,0.0154
12/31/2023 2:05,0.0651,0,0.0152,0,0.0152
12/31/2023 2:06,0.0651,0,0.0149,0,0.0158
12/31/2023 2:07,0.0648,0,0.0149,0,0.0153
12/31/2023 2:08,0.0648,0,0.0156,0,0.0152
12/31/2023 2:09,0.0649,0,0.0154,0,0.0164
12/31/2023 2:10,0.0648,0,0.0159,0,0.0152
12/31/2023 2:11,0.0647,0,0.0155,0,0.0166
12/31/2023 2:12,0.0648,0,0.0151,0,0.0157
12/31/2023 2:13,0.0646,0,0.0159,0,0.0157
12/31/2023 2:14,0.065,0,0.0156,0,0.0157
12/31/2023 2:15,0.065,0,0.9451,0,0.016
12/31/2023 2:16,0.0649,0,0.9502,0,0.0163
12/31/2023 2:17,0.0648,0,0.9582,0,0.0157
12/31/2023 2:18,0.0646,0,0.9587,0,0.0162
12/31/2023 2:19,0.0648,0,0.9596,0,0.0163
12/31/2023 2:20,0.0651,0,0.9636,0,0.0158
12/31/2023 2:21,0.0653,0,0.3756,0,0.0163
12/31/2023 2:22,0.0652,0,0.0152,0,0.0158
12/31/2023 2:23,0.0653,0,0.0148,0,0.0163
12/31/2023 2:24,0.0653,0,0.0144,0,0.0166
12/31/2023 2:25,0.0654,0,0.0145,0,0.0166
12/31/2023 2:26,0.0652,0,0.0149,0,0.0167
12/31/2023 2:27,0.0653,0,0.015,0,0.016
12/31/2023 2:28,0.0651,0,0.0155,0,0.0167
12/31/2023 2:29,0.0655,0,0.0153,0,0.0161
12/31/2023 2:30,0.0655,0,0.0163,0,0.0167
12/31/2023 2:31,0.0652,0,0.0158,0,0.0162
12/31/2023 2:32,0.0654,0,0.0155,0,0.0164
12/31/2023 2:33,0.0653,0,0.0154,0,0.0159
12/31/2023 2:34,0.0655,0,0.0158,0,0.0156
12/31/2023 2:35,0.0654,0,0.0152,0,0.0158
12/31/2023 2:36,0.0653,0,0.0155,0,0.0161
12/31/2023 2:37,0.0654,0,0.0149,0,0.0158
12/31/2023 2:38,0.0653,0,0.015,0,0.0144
12/31/2023 2:39,0.0653,0,0.0151,0,0.0161
12/31/2023 2:40,0.0656,0,0.0149,0,0.0152
12/31/2023 2:41,0.0654,0,0.3177,0,0.0158
12/31/2023 2:42,0.0653,0,0.9497,0,0.0155
12/31/2023 2:43,0.065,0,0.9523,0,0.0163
12/31/2023 2:44,0.0652,0,0.963,0,0.0158
12/31/2023 2:45,0.0654,0,0.965,0,0.0167
12/31/2023 2:46,0.0654,0,0.9671,0,0.0164
12/31/2023 2:47,0.0655,0,0.9651,0,0.0161
12/31/2023 2:48,0.0655,0,0.0513,0,0.0163
12/31/2023 2:49,0.0654,0,0.0152,0,0.0162
12/31/2023 2:50,0.0652,0,0.0156,0,0.0164
12/31/2023 2:51,0.0644,0,0.0156,0,0.0165
12/31/2023 2:52,0.0643,0,0.0155,0,0.0165
12/31/2023 2:53,0.0645,0,0.0158,0,0.0162
12/31/2023 2:54,0.0646,0,0.0154,0,0.0152
12/31/2023 2:55,0.0647,0,0.0162,0,0.016
12/31/2023 2:56,0.0649,0,0.0152,0,0.016
12/31/2023 2:57,0.0648,0,0.0148,0,0.016
12/31/2023 2:58,0.065,0,0.015,0,0.0163
12/31/2023 2:59,0.065,0,0.0149,0,0.0155
12/31/2023 3:00,0.0652,0,0.015,0,0.0157
12/31/2023 3:01,0.065,0,0.0152,0,0.0158
12/31/2023 3:02,0.0651,0,0.0152,0,0.0147
12/31/2023 3:03,0.0649,0,0.0149,0,0.0141
12/31/2023 3:04,0.0651,0,0.0151,0,0.0152
12/31/2023 3:05,0.0652,0,0.015,0,0.0153
12/31/2023 3:06,0.0654,0,0.0146,0,0.016
12/31/2023 3:07,0.0653,0,0.0152,0,0.0155
12/31/2023 3:08,0.0652,0,0.0147,0,0.0138
12/31/2023 3:09,0.0648,0,0.561,0,0.0152
12/31/2023 3:10,0.065,0,0.9427,0,0.0158
12/31/2023 3:11,0.0649,0,0.9512,0,0.0152
12/31/2023 3:12,0.065,0,0.9654,0,0.0161
12/31/2023 3:13,0.0647,0,0.9665,0,0.0159
12/31/2023 3:14,0.0647,0,0.9653,0,0.016
12/31/2023 3:15,0.0647,0,0.6742,0,0.0161
12/31/2023 3:16,0.0649,0,0.0162,0,0.0152
12/31/2023 3:17,0.0648,0,0.0155,0,0.015
12/31/2023 3:18,0.065,0,0.0155,0,0.015
12/31/2023 3:19,0.0649,0,0.015,0,0.0155
12/31/2023 3:20,0.0653,0,0.0145,0,0.0149
12/31/2023 3:21,0.0653,0,0.0151,0,0.016
12/31/2023 3:22,0.0652,0,0.015,0,0.0152
12/31/2023 3:23,0.0652,0,0.0149,0,0.0155
12/31/2023 3:24,0.065,0,0.0151,0,0.0155
12/31/2023 3:25,0.0649,0,0.0153,0,0.0158
12/31/2023 3:26,0.0647,0,0.0145,0,0.0157
12/31/2023 3:27,0.0647,0,0.0153,0,0.0159
12/31/2023 3:28,0.0649,0,0.0149,0,0.0154
12/31/2023 3:29,0.0649,0,0.0148,0,0.0163
12/31/2023 3:30,0.0652,0,0.0154,0,0.0155
12/31/2023 3:31,0.0652,0,0.0149,0,0.0155
12/31/2023 3:32,0.0652,0,0.0151,0,0.0167
12/31/2023 3:33,0.0646,0,0.0157,0,0.016
12/31/2023 3:34,0.0645,0,0.0154,0,0.0159
12/31/2023 3:35,0.0645,0,0.0157,0,0.0163
12/31/2023 3:36,0.0646,0,0.2669,0,0.0157
12/31/2023 3:37,0.0647,0,0.9464,0,0.016
12/31/2023 3:38,0.0645,0,0.9474,0,0.0158
12/31/2023 3:39,0.0647,0,0.9524,0,0.0162
12/31/2023 3:40,0.0647,0,0.9516,0,0.0151
12/31/2023 3:41,0.0647,0,0.9536,0,0.0152
12/31/2023 3:42,0.0645,0,0.955,0,0.0157
12/31/2023 3:43,0.0649,0,0.0356,0,0.0157
12/31/2023 3:44,0.065,0,0.0146,0,0.0146
12/31/2023 3:45,0.0652,0,0.0146,0,0.016
12/31/2023 3:46,0.0651,0,0.0147,0,0.016
12/31/2023 3:47,0.0652,0,0.0148,0,0.0149
12/31/2023 3:48,0.0652,0,0.0156,0,0.0152
12/31/2023 3:49,0.0651,0,0.0147,0,0.0163
12/31/2023 3:50,0.0652,0,0.0154,0,0.0163
12/31/2023 3:51,0.0649,0,0.0154,0,0.0157
12/31/2023 3:52,0.0651,0,0.0152,0,0.0163
12/31/2023 3:53,0.0649,0,0.0155,0,0.0157
12/31/2023 3:54,0.065,0,0.0154,0,0.0148
12/31/2023 3:55,0.0651,0,0.0157,0,0.016
12/31/2023 3:56,0.0652,0,0.0155,0,0.0138
12/31/2023 3:57,0.065,0,0.0156,0,0.0152
12/31/2023 3:58,0.0647,0,0.0157,0,0.0163
12/31/2023 3:59,0.0648,0,0.0157,0,0.0157
12/31/2023 4:00,0.0647,0,0.0157,0,0.016
12/31/2023 4:01,0.0652,0,0.0153,0,0.0157
12/31/2023 4:02,0.0654,0,0.0148,0,0.0149
12/31/2023 4:03,0.0652,0,0.0147,0,0.016
12/31/2023 4:04,0.0652,0,0.0149,0,0.0149
12/31/2023 4:05,0.0651,0,0.0592,0,0.0157
12/31/2023 4:06,0.0648,0,0.9424,0,0.0157
12/31/2023 4:07,0.0647,0,0.9402,0,0.0162
12/31/2023 4:08,0.0648,0,0.9485,0,0.0157
12/31/2023 4:09,0.0649,0,0.9535,0,0.0149
12/31/2023 4:10,0.0653,0,0.9586,0,0.0163
12/31/2023 4:11,0.0654,0,0.9596,0,0.0159
12/31/2023 4:12,0.0654,0,0.3427,0,0.0161
12/31/2023 4:13,0.0657,0,0.0147,0,0.0156
12/31/2023 4:14,0.0654,0,0.0149,0,0.0153
12/31/2023 4:15,0.0655,0,0.0151,0,0.0152
12/31/2023 4:16,0.0654,0,0.0145,0,0.0153
12/31/2023 4:17,0.0654,0,0.0149,0,0.0158
12/31/2023 4:18,0.0656,0,0.0147,0,0.0155
12/31/2023 4:19,0.0653,0,0.0157,0,0.0163
12/31/2023 4:20,0.0655,0,0.0161,0,0.0166
12/31/2023 4:21,0.0655,0,0.0156,0,0.0155
12/31/2023 4:22,0.0652,0,0.0158,0,0.0152
12/31/2023 4:23,0.065,0,0.0158,0,0.0165
12/31/2023 4:24,0.0649,0,0.0154,0,0.0155
12/31/2023 4:25,0.0655,0,0.0152,0,0.0152
12/31/2023 4:26,0.0658,0,0.015,0,0.0138
12/31/2023 4:27,0.066,0,0.0148,0,0.016
12/31/2023 4:28,0.0659,0,0.0149,0,0.0156
12/31/2023 4:29,0.0658,0,0.015,0,0.0155
12/31/2023 4:30,0.0656,0,0.0151,0,0.0149
12/31/2023 4:31,0.0656,0,0.0152,0,0.0149
12/31/2023 4:32,0.065,0,0.0146,0,0.0143
12/31/2023 4:33,0.0646,0,0.0145,0,0.0158
12/31/2023 4:34,0.0646,0,0.0146,0,0.0164
12/31/2023 4:35,0.0649,0,0.0145,0,0.0159
12/31/2023 4:36,0.065,0,0.0148,0,0.0149
12/31/2023 4:37,0.0649,0,0.7102,0,0.0159
12/31/2023 4:38,0.065,0,0.9366,0,0.015
12/31/2023 4:39,0.0648,0,0.9431,0,0.014
12/31/2023 4:40,0.065,0,0.9516,0,0.0154
12/31/2023 4:41,0.0648,0,0.9552,0,0.0141
12/31/2023 4:42,0.0649,0,0.9555,0,0.0153
12/31/2023 4:43,0.0648,0,0.6475,0,0.0152
12/31/2023 4:44,0.065,0,0.0158,0,0.0135
12/31/2023 4:45,0.0651,0,0.0157,0,0.0141
12/31/2023 4:46,0.0648,0,0.0152,0,0.0154
12/31/2023 4:47,0.0647,0,0.0156,0,0.0149
12/31/2023 4:48,0.0647,0,0.0154,0,0.0143
12/31/2023 4:49,0.0647,0,0.0155,0,0.0146
12/31/2023 4:50,0.0649,0,0.0153,0,0.0148
12/31/2023 4:51,0.0651,0,0.0147,0,0.0138
12/31/2023 4:52,0.065,0,0.0143,0,0.0143
12/31/2023 4:53,0.0652,0,0.0146,0,0.0151
12/31/2023 4:54,0.0652,0,0.0147,0,0.0144
12/31/2023 4:55,0.0652,0,0.015,0,0.0157
12/31/2023 4:56,0.0651,0,0.0148,0,0.0146
12/31/2023 4:57,0.0653,0,0.0152,0,0.0149
12/31/2023 4:58,0.0652,0,0.0154,0,0.0146
12/31/2023 4:59,0.0653,0,0.0152,0,0.0146
12/31/2023 5:00,0.0653,0,0.015,0,0.0144
12/31/2023 5:01,0.0654,0,0.0149,0,0.016
12/31/2023 5:02,0.0654,0,0.015,0,0.0132
12/31/2023 5:03,0.0653,0,0.0148,0,0.0148
12/31/2023 5:04,0.0653,0,0.0146,0,0.0155
12/31/2023 5:05,0.0654,0,0.015,0,0.0152
12/31/2023 5:06,0.0655,0,0.0149,0,0.016
12/31/2023 5:07,0.0654,0,0.0157,0,0.0161
12/31/2023 5:08,0.0653,0,0.015,0,0.0161
12/31/2023 5:09,0.0651,0,0.0153,0,0.0156
12/31/2023 5:10,0.065,0,0.8502,0,0.0163
12/31/2023 5:11,0.065,0,0.9441,0,0.015
12/31/2023 5:12,0.0651,0,0.955,0,0.0161
12/31/2023 5:13,0.0649,0,0.9509,0,0.0156
12/31/2023 5:14,0.0649,0,0.9502,0,0.0144
12/31/2023 5:15,0.0653,0,0.9558,0,0.0158
12/31/2023 5:16,0.0655,0,0.4901,0,0.0162
12/31/2023 5:17,0.0656,0,0.0156,0,0.0147
12/31/2023 5:18,0.0654,0,0.0146,0,0.0152
12/31/2023 5:19,0.0652,0,0.0144,0,0.0161
12/31/2023 5:20,0.0656,0,0.0146,0,0.0155
12/31/2023 5:21,0.0657,0,0.015,0,0.0156
12/31/2023 5:22,0.0656,0,0.0148,0,0.0145
12/31/2023 5:23,0.0652,0,0.0147,0,0.0153
12/31/2023 5:24,0.0654,0,0.0147,0,0.0151
12/31/2023 5:25,0.0654,0,0.0147,0,0.0155
12/31/2023 5:26,0.0656,0,0.0151,0,0.0167
12/31/2023 5:27,0.066,0,0.015,0,0.0148
12/31/2023 5:28,0.066,0,0.0151,0,0.0137
12/31/2023 5:29,0.0657,0,0.015,0,0.014
12/31/2023 5:30,0.0656,0,0.0157,0,0.0136
12/31/2023 5:31,0.0654,0,0.016,0,0.0153
12/31/2023 5:32,0.0655,0,0.0156,0,0.0161
12/31/2023 5:33,0.0654,0,0.0155,0,0.0142
12/31/2023 5:34,0.0654,0,0.0157,0,0.0148
12/31/2023 5:35,0.0657,0,0.0157,0,0.0148
12/31/2023 5:36,0.0657,0,0.0159,0,0.0145
12/31/2023 5:37,0.0658,0,0.0148,0,0.0162
12/31/2023 5:38,0.0657,0,0.0149,0,0.0164
